"","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species","log.Sepal.Length","dev","dev.sq"
"121",6.9,3.2,5.7,2.3,"virginica",1.93152141160321,1.05666666666667,1.11654444444444
"122",5.6,2.8,4.9,2,"virginica",1.7227665977411,-0.243333333333334,0.0592111111111115
"123",7.7,2.8,6.7,2,"virginica",2.04122032885964,1.85666666666667,3.44721111111111
"124",6.3,2.7,4.9,1.8,"virginica",1.84054963339749,0.456666666666666,0.208544444444444
"125",6.7,3.3,5.7,2.1,"virginica",1.90210752639692,0.856666666666666,0.733877777777777
"126",7.2,3.2,6,1.8,"virginica",1.97408102602201,1.35666666666667,1.84054444444444
"127",6.2,2.8,4.8,1.8,"virginica",1.82454929205105,0.356666666666666,0.127211111111111
"128",6.1,3,4.9,1.8,"virginica",1.80828877117927,0.256666666666666,0.0658777777777774
"129",6.4,2.8,5.6,2.1,"virginica",1.85629799036563,0.556666666666667,0.309877777777778
"130",7.2,3,5.8,1.6,"virginica",1.97408102602201,1.35666666666667,1.84054444444444
"131",7.4,2.8,6.1,1.9,"virginica",2.00148000021012,1.55666666666667,2.42321111111111
"132",7.9,3.8,6.4,2,"virginica",2.06686275947298,2.05666666666667,4.22987777777778
"133",6.4,2.8,5.6,2.2,"virginica",1.85629799036563,0.556666666666667,0.309877777777778
"134",6.3,2.8,5.1,1.5,"virginica",1.84054963339749,0.456666666666666,0.208544444444444
"135",6.1,2.6,5.6,1.4,"virginica",1.80828877117927,0.256666666666666,0.0658777777777774
"136",7.7,3,6.1,2.3,"virginica",2.04122032885964,1.85666666666667,3.44721111111111
"137",6.3,3.4,5.6,2.4,"virginica",1.84054963339749,0.456666666666666,0.208544444444444
"138",6.4,3.1,5.5,1.8,"virginica",1.85629799036563,0.556666666666667,0.309877777777778
"139",6,3,4.8,1.8,"virginica",1.79175946922805,0.156666666666666,0.0245444444444443
"140",6.9,3.1,5.4,2.1,"virginica",1.93152141160321,1.05666666666667,1.11654444444444
"141",6.7,3.1,5.6,2.4,"virginica",1.90210752639692,0.856666666666666,0.733877777777777
"142",6.9,3.1,5.1,2.3,"virginica",1.93152141160321,1.05666666666667,1.11654444444444
"143",5.8,2.7,5.1,1.9,"virginica",1.75785791755237,-0.0433333333333339,0.00187777777777783
"144",6.8,3.2,5.9,2.3,"virginica",1.91692261218206,0.956666666666666,0.91521111111111
"145",6.7,3.3,5.7,2.5,"virginica",1.90210752639692,0.856666666666666,0.733877777777777
"146",6.7,3,5.2,2.3,"virginica",1.90210752639692,0.856666666666666,0.733877777777777
"147",6.3,2.5,5,1.9,"virginica",1.84054963339749,0.456666666666666,0.208544444444444
"148",6.5,3,5.2,2,"virginica",1.87180217690159,0.656666666666666,0.431211111111111
"149",6.2,3.4,5.4,2.3,"virginica",1.82454929205105,0.356666666666666,0.127211111111111
"150",5.9,3,5.1,1.8,"virginica",1.77495235091167,0.0566666666666666,0.00321111111111111
